Run,analyte_type,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,biospecimen_repository,biospecimen_repository_sample_id,body_site,Bytes,Center Name,Consent_Code,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,gap_accession,histological_type,Instrument,is_tumor,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,study_design,study_name,submitted_subject_id
SRR10826598,RNA,RNA-Seq,100,1420884800,PRJNA568199,SAMN13717075,BrainDevelopment_Autism,1533-20623787_1533_S18_L004,Brain,472318154,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500850,phs001900,Neocortex,Illumina HiSeq 2500,No,1533-20623787_1533_S18_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1533-20623787_1533_S18_L004,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1533
SRR10826599,RNA,RNA-Seq,100,1232242600,PRJNA568199,SAMN13717404,BrainDevelopment_Autism,1537-20432432_1537_S21_L003,Brain,415453581,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500851,phs001900,Neocortex,Illumina HiSeq 2500,No,1537-20432432_1537_S21_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1537-20432432_1537_S21_L003,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1537
SRR10826600,RNA,RNA-Seq,100,1236198400,PRJNA568199,SAMN13716691,BrainDevelopment_Autism,1537-20432432_1537_S21_L004,Brain,415550549,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500852,phs001900,Neocortex,Illumina HiSeq 2500,No,1537-20432432_1537_S21_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1537-20432432_1537_S21_L004,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1537
SRR10826601,RNA,RNA-Seq,100,1621698300,PRJNA568199,SAMN13717523,BrainDevelopment_Autism,1537-20623790_1537_S21_L003,Brain,543936610,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500853,phs001900,Neocortex,Illumina HiSeq 2500,No,1537-20623790_1537_S21_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1537-20623790_1537_S21_L003,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1537
SRR10826602,RNA,RNA-Seq,100,1623130900,PRJNA568199,SAMN13717425,BrainDevelopment_Autism,1537-20623790_1537_S21_L004,Brain,544855395,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500854,phs001900,Neocortex,Illumina HiSeq 2500,No,1537-20623790_1537_S21_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1537-20623790_1537_S21_L004,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1537
SRR10826603,RNA,RNA-Seq,100,1151739400,PRJNA568199,SAMN13717081,BrainDevelopment_Autism,1539-20432445_1539_S34_L005,Brain,385937062,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500855,phs001900,Neocortex,Illumina HiSeq 2500,No,1539-20432445_1539_S34_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1539-20432445_1539_S34_L005,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1539
SRR10826604,RNA,RNA-Seq,100,1156151200,PRJNA568199,SAMN13716700,BrainDevelopment_Autism,1539-20432445_1539_S34_L006,Brain,387874741,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500856,phs001900,Neocortex,Illumina HiSeq 2500,No,1539-20432445_1539_S34_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1539-20432445_1539_S34_L006,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1539
SRR10826605,RNA,RNA-Seq,100,1455151300,PRJNA568199,SAMN13716783,BrainDevelopment_Autism,1539-20623803_1539_S34_L005,Brain,484779959,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500857,phs001900,Neocortex,Illumina HiSeq 2500,No,1539-20623803_1539_S34_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1539-20623803_1539_S34_L005,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1539
SRR10826606,RNA,RNA-Seq,100,1454129400,PRJNA568199,SAMN13717416,BrainDevelopment_Autism,1539-20623803_1539_S34_L006,Brain,484669043,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500858,phs001900,Neocortex,Illumina HiSeq 2500,No,1539-20623803_1539_S34_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1539-20623803_1539_S34_L006,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1539
SRR10826607,RNA,RNA-Seq,100,1571999200,PRJNA568199,SAMN13716887,BrainDevelopment_Autism,1543-20514618_1543_S61_L007,Brain,537797070,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500859,phs001900,Neocortex,Illumina HiSeq 2500,No,1543-20514618_1543_S61_L007,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1543-20514618_1543_S61_L007,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1543
SRR10826608,RNA,RNA-Seq,100,1585365100,PRJNA568199,SAMN13717586,BrainDevelopment_Autism,1543-20514618_1543_S61_L008,Brain,541020507,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500860,phs001900,Neocortex,Illumina HiSeq 2500,No,1543-20514618_1543_S61_L008,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1543-20514618_1543_S61_L008,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1543
SRR10826609,RNA,RNA-Seq,100,1606071800,PRJNA568199,SAMN13717108,BrainDevelopment_Autism,1543-20514683_1543_S61_L007,Brain,550237707,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500861,phs001900,Neocortex,Illumina HiSeq 2500,No,1543-20514683_1543_S61_L007,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1543-20514683_1543_S61_L007,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1543
SRR10826610,RNA,RNA-Seq,100,1615221700,PRJNA568199,SAMN13716839,BrainDevelopment_Autism,1543-20514683_1543_S61_L008,Brain,552208740,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500862,phs001900,Neocortex,Illumina HiSeq 2500,No,1543-20514683_1543_S61_L008,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1543-20514683_1543_S61_L008,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1543
SRR10826611,RNA,RNA-Seq,100,1442663600,PRJNA568199,SAMN13717141,BrainDevelopment_Autism,1546-20514599_1546_S42_L005,Brain,485399517,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500863,phs001900,Neocortex,Illumina HiSeq 2500,No,1546-20514599_1546_S42_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1546-20514599_1546_S42_L005,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1546
SRR10826612,RNA,RNA-Seq,100,1444566800,PRJNA568199,SAMN13717452,BrainDevelopment_Autism,1546-20514599_1546_S42_L006,Brain,486169732,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500864,phs001900,Neocortex,Illumina HiSeq 2500,No,1546-20514599_1546_S42_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1546-20514599_1546_S42_L006,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1546
SRR10826613,RNA,RNA-Seq,100,1470646800,PRJNA568199,SAMN13717317,BrainDevelopment_Autism,1546-20514664_1546_S42_L005,Brain,495576082,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500865,phs001900,Neocortex,Illumina HiSeq 2500,No,1546-20514664_1546_S42_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1546-20514664_1546_S42_L005,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1546
SRR10826614,RNA,RNA-Seq,100,1477060400,PRJNA568199,SAMN13717044,BrainDevelopment_Autism,1546-20514664_1546_S42_L006,Brain,498033457,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500866,phs001900,Neocortex,Illumina HiSeq 2500,No,1546-20514664_1546_S42_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1546-20514664_1546_S42_L006,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1546
SRR10826615,RNA,RNA-Seq,100,1025725100,PRJNA568199,SAMN13716725,BrainDevelopment_Autism,1552-20514559_1552_S2_L001,Brain,332707301,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500867,phs001900,Neocortex,Illumina HiSeq 2500,No,1552-20514559_1552_S2_L001,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1552-20514559_1552_S2_L001,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1552
SRR10826616,RNA,RNA-Seq,100,1019177700,PRJNA568199,SAMN13717109,BrainDevelopment_Autism,1552-20514559_1552_S2_L002,Brain,330884745,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500868,phs001900,Neocortex,Illumina HiSeq 2500,No,1552-20514559_1552_S2_L002,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1552-20514559_1552_S2_L002,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1552
SRR10826617,RNA,RNA-Seq,100,1041739200,PRJNA568199,SAMN13717368,BrainDevelopment_Autism,1552-20514624_1552_S2_L001,Brain,337783762,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500869,phs001900,Neocortex,Illumina HiSeq 2500,No,1552-20514624_1552_S2_L001,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1552-20514624_1552_S2_L001,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1552
SRR10826618,RNA,RNA-Seq,100,1034878400,PRJNA568199,SAMN13717420,BrainDevelopment_Autism,1552-20514624_1552_S2_L002,Brain,335889109,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500870,phs001900,Neocortex,Illumina HiSeq 2500,No,1552-20514624_1552_S2_L002,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1552-20514624_1552_S2_L002,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1552
SRR10826619,RNA,RNA-Seq,100,1004199100,PRJNA568199,SAMN13717079,BrainDevelopment_Autism,1557-20514579_1557_S22_L003,Brain,321250669,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500871,phs001900,Neocortex,Illumina HiSeq 2500,No,1557-20514579_1557_S22_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1557-20514579_1557_S22_L003,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1557
SRR10826620,RNA,RNA-Seq,100,1004354100,PRJNA568199,SAMN13717140,BrainDevelopment_Autism,1557-20514579_1557_S22_L004,Brain,320954679,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500872,phs001900,Neocortex,Illumina HiSeq 2500,No,1557-20514579_1557_S22_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1557-20514579_1557_S22_L004,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1557
SRR10826621,RNA,RNA-Seq,100,1021076800,PRJNA568199,SAMN13716958,BrainDevelopment_Autism,1557-20514644_1557_S22_L003,Brain,326526597,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500873,phs001900,Neocortex,Illumina HiSeq 2500,No,1557-20514644_1557_S22_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1557-20514644_1557_S22_L003,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1557
SRR10826622,RNA,RNA-Seq,100,1019370900,PRJNA568199,SAMN13717235,BrainDevelopment_Autism,1557-20514644_1557_S22_L004,Brain,326255338,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500874,phs001900,Neocortex,Illumina HiSeq 2500,No,1557-20514644_1557_S22_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1557-20514644_1557_S22_L004,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1557
SRR10826623,RNA,RNA-Seq,100,1094575100,PRJNA568199,SAMN13717073,BrainDevelopment_Autism,1591-20432440_1591_S29_L003,Brain,368211090,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500875,phs001900,Neocortex,Illumina HiSeq 2500,No,1591-20432440_1591_S29_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1591-20432440_1591_S29_L003,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1591
SRR10826624,RNA,RNA-Seq,100,1097901100,PRJNA568199,SAMN13717064,BrainDevelopment_Autism,1591-20432440_1591_S29_L004,Brain,368319553,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7499950,phs001900,Neocortex,Illumina HiSeq 2500,No,1591-20432440_1591_S29_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1591-20432440_1591_S29_L004,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1591
SRR10826625,RNA,RNA-Seq,100,1412256700,PRJNA568199,SAMN13716769,BrainDevelopment_Autism,1591-20623798_1591_S29_L003,Brain,472720287,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7499951,phs001900,Neocortex,Illumina HiSeq 2500,No,1591-20623798_1591_S29_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1591-20623798_1591_S29_L003,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1591
SRR10826626,RNA,RNA-Seq,100,1415163100,PRJNA568199,SAMN13717074,BrainDevelopment_Autism,1591-20623798_1591_S29_L004,Brain,473971057,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7499952,phs001900,Neocortex,Illumina HiSeq 2500,No,1591-20623798_1591_S29_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1591-20623798_1591_S29_L004,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1591
SRR10826627,RNA,RNA-Seq,100,970257500,PRJNA568199,SAMN13716679,BrainDevelopment_Autism,RNAID1908-26123158_RNAID1908_S70_L007,Brain,416412822,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500393,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1908-26123158_RNAID1908_S70_L007,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1908-26123158_RNAID1908_S70_L007,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1908
SRR10826628,RNA,RNA-Seq,100,958372400,PRJNA568199,SAMN13716847,BrainDevelopment_Autism,RNAID1908-26123158_RNAID1908_S70_L008,Brain,411084497,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500394,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1908-26123158_RNAID1908_S70_L008,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1908-26123158_RNAID1908_S70_L008,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1908
SRR10826629,RNA,RNA-Seq,100,956916300,PRJNA568199,SAMN13716843,BrainDevelopment_Autism,RNAID1908-26341367_RNAID1908_S70_L004,Brain,417551015,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500395,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1908-26341367_RNAID1908_S70_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1908-26341367_RNAID1908_S70_L004,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1908
SRR10826630,RNA,RNA-Seq,100,841479300,PRJNA568199,SAMN13717167,BrainDevelopment_Autism,RNAID1909-25968115_RNAID1909_S10_L001,Brain,354919839,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500396,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1909-25968115_RNAID1909_S10_L001,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1909-25968115_RNAID1909_S10_L001,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1909
SRR10826631,RNA,RNA-Seq,100,840153900,PRJNA568199,SAMN13717479,BrainDevelopment_Autism,RNAID1909-25968115_RNAID1909_S10_L002,Brain,352867208,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500397,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1909-25968115_RNAID1909_S10_L002,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1909-25968115_RNAID1909_S10_L002,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1909
SRR10826632,RNA,RNA-Seq,100,888411800,PRJNA568199,SAMN13716722,BrainDevelopment_Autism,RNAID1909-26135155_RNAID1909_S10_L001,Brain,380172264,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500398,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1909-26135155_RNAID1909_S10_L001,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1909-26135155_RNAID1909_S10_L001,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1909
SRR10826633,RNA,RNA-Seq,100,920378900,PRJNA568199,SAMN13717176,BrainDevelopment_Autism,RNAID1909-26135155_RNAID1909_S10_L002,Brain,398051978,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500399,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1909-26135155_RNAID1909_S10_L002,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1909-26135155_RNAID1909_S10_L002,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1909
SRR10826634,RNA,RNA-Seq,100,886954900,PRJNA568199,SAMN13717112,BrainDevelopment_Autism,RNAID1909-26337381_RNAID1909_S10_L001,Brain,388487206,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500400,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1909-26337381_RNAID1909_S10_L001,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1909-26337381_RNAID1909_S10_L001,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1909
SRR10826635,RNA,RNA-Seq,100,1031788600,PRJNA568199,SAMN13717548,BrainDevelopment_Autism,RNAID1910-25949147_RNAID1910_S46_L006,Brain,436218474,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500401,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1910-25949147_RNAID1910_S46_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1910-25949147_RNAID1910_S46_L006,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1910
SRR10826636,RNA,RNA-Seq,100,1036294200,PRJNA568199,SAMN13717539,BrainDevelopment_Autism,RNAID1910-25949147_RNAID1910_S46_L007,Brain,440376249,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500402,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1910-25949147_RNAID1910_S46_L007,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1910-25949147_RNAID1910_S46_L007,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1910
SRR10826637,RNA,RNA-Seq,100,1031217400,PRJNA568199,SAMN13717370,BrainDevelopment_Autism,RNAID1910-25949147_RNAID1910_S46_L008,Brain,438634814,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500403,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1910-25949147_RNAID1910_S46_L008,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1910-25949147_RNAID1910_S46_L008,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1910
SRR10826638,RNA,RNA-Seq,100,1083694200,PRJNA568199,SAMN13717023,BrainDevelopment_Autism,RNAID1910-26135136_RNAID1910_S46_L006,Brain,462896877,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500404,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1910-26135136_RNAID1910_S46_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1910-26135136_RNAID1910_S46_L006,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1910
SRR10826639,RNA,RNA-Seq,100,1089818900,PRJNA568199,SAMN13717458,BrainDevelopment_Autism,RNAID1910-26135136_RNAID1910_S46_L007,Brain,467240636,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500405,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1910-26135136_RNAID1910_S46_L007,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1910-26135136_RNAID1910_S46_L007,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1910
